,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_3.mid",31.0, 12.0, 3.0, 1.0, 62.0, 0.0, 0.03, 0.97, 1.0, 4.0, 115.0, 6.09, 127.0, 7.0, 0.31, 0.34, 0.3226, 0.3529, 3.0, 1.0, 15.38, 2.45, 3.552, -1.582, -1.114, 0.397, 7.608, 6.329, 5.211, 0.0, 69.0, 9.0, 127.0, 7.0, 1.0, 2.263, 5.0, 1.0, 0.2525, 0.76, 0.4545, 0.1919, 0.2525, 0.4343, 0.2525, 0.06061, 0.0303, 0.0, 0.0202, 0.0, 0.0, 0.0101, 1.778, 0.0, 0.6, 1.404, 3.877, 4.227, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.133, 2.133, 0.1559, 2.0, 3.0, 2.0, 0.32, 0.98, 0.68, 0.0, 0.0, 0.02, 0.25, 0.75, 0.425, 0.5, 0.66, 0.4848, 1.0, 0.1256, -1.791, 5.437, 3.448, 2.0, 3.312, 0.06875, 0.0625, 0.03485, 0.1271, 0.1271, 0.1271, 0.1667, 0.1667, 0.1149, 0.1149, 0.1042, 0.1042, 0.01898, 0.01898, 0.0, 0.0, 24.0, 20.0, 49.0, 43.0, 1.14, 0.04365, 0.04365, 1.0, 0.0873, 0.008801, 6.65, 0.1, 120.0, 120.0, 0.0, 23.44, 4.267, 0.1432, 0.2233, 0.2233, 0.04318, 0.04318, 0.1354, 0.3646, 0.2046, 0.03724, 0.0, 0.0, 24.0, 20.0, 49.0, 43.0, 1.14, 0.04365, 0.04365, 1.0, 0.0873, 0.008801, 6.65, 0.1
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_30.mid",25.0, 12.0, 1.0, 1.0, 60.0, 0.0, 0.03, 0.97, 1.0, 3.0, 119.0, 5.78, 127.0, 7.0, 0.4, 0.41, 0.2, 0.2683, 2.0, 2.0, 12.87, 2.576, 3.753, -1.245, -1.421, 1.071, 12.75, 5.766, 5.056, 0.0, 69.0, 9.0, 125.0, 5.0, 2.0, 3.172, 6.0, 2.0, 0.2222, 0.9545, 0.4444, 0.2121, 0.07071, 0.2929, 0.202, 0.1111, 0.1111, 0.0101, 0.0303, 0.0202, 0.0, 0.0101, 0.8182, 0.0, 0.5513, 1.182, 4.727, 4.13, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.053, 2.053, 0.8306, 2.0, 3.0, 2.0, 0.25, 0.98, 0.75, 0.0, 0.0, 0.02, 0.25, 0.75, 0.4425, 0.5, 0.73, 0.3425, 1.0, 0.1171, -1.473, 6.122, 3.846, 2.0, 5.297, 0.06812, 0.08333, 0.03464, 0.1159, 0.1159, 0.1159, 0.1667, 0.1667, 0.1202, 0.1202, 0.125, 0.125, 0.01798, 0.01798, 0.0, 0.0, 30.0, 24.0, 43.0, 46.0, 1.07, 0.03727, 0.0352, 1.059, 0.07246, 0.008301, 11.12, 0.3333, 120.0, 120.0, 0.0, 24.35, 4.106, 0.3173, 0.2333, 0.2333, 0.0478, 0.0478, 0.1562, 0.3854, 0.2153, 0.04095, 0.0, 0.0, 30.0, 24.0, 43.0, 46.0, 1.07, 0.03727, 0.0352, 1.059, 0.07246, 0.008301, 11.12, 0.3333
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_31.mid",27.0, 12.0, 2.0, 1.0, 63.0, 0.0, 0.03, 0.97, 1.0, 3.0, 117.0, 5.8, 127.0, 7.0, 0.43, 0.47, 0.2326, 0.2553, 2.0, 2.0, 15.2, 2.118, 3.683, -1.627, -1.7, 1.532, 8.754, 7.005, 5.488, 0.0, 67.0, 7.0, 125.0, 5.0, 0.0, 2.141, 4.0, 1.0, 0.3535, 0.4286, 0.6061, 0.3535, 0.1515, 0.303, 0.2222, 0.0303, 0.0404, 0.0101, 0.0101, 0.0101, 0.0, 0.0202, 2.143, 0.0, 0.5938, 1.455, 4.773, 3.188, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.018, 2.018, 0.8192, 2.0, 3.0, 2.0, 0.15, 0.98, 0.85, 0.0, 0.0, 0.02, 0.25, 0.75, 0.4675, 0.5, 0.83, 0.1807, 1.0, 0.09831, -0.9917, 8.423, 3.571, 1.0, 4.646, 0.06167, 0.0625, 0.03768, 0.1097, 0.1097, 0.1097, 0.1667, 0.1667, 0.1261, 0.1261, 0.125, 0.125, 0.01898, 0.01898, 0.0, 0.0, 25.0, 19.0, 46.0, 49.0, 1.065, 0.04274, 0.03846, 1.111, 0.0812, 0.008516, 4.684, 0.2105, 120.0, 120.0, 0.0, 24.78, 4.035, 0.3979, 0.2377, 0.2377, 0.04428, 0.04428, 0.125, 0.375, 0.2206, 0.03935, 0.0, 0.0, 25.0, 19.0, 46.0, 49.0, 1.065, 0.04274, 0.03846, 1.111, 0.0812, 0.008516, 4.684, 0.2105
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_32.mid",32.0, 12.0, 2.0, 1.0, 55.0, 0.0, 0.01, 0.99, 2.0, 2.0, 116.0, 5.47, 127.0, 7.0, 0.29, 0.33, 0.3448, 0.4242, 1.0, 1.0, 13.23, 2.876, 3.485, -1.399, -0.5528, 0.9384, 8.272, 5.685, 5.24, 0.0, 74.0, 2.0, 126.0, 6.0, 0.0, 2.97, 4.0, 2.0, 0.2525, 0.6, 0.4848, 0.2525, 0.1414, 0.2929, 0.1919, 0.07071, 0.08081, 0.0404, 0.05051, 0.0, 0.0, 0.0202, 1.375, 0.0, 0.5405, 1.213, 4.672, 3.339, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.022, 2.022, 0.8197, 2.0, 3.0, 2.0, 0.23, 0.93, 0.77, 0.0, 0.0, 0.07, 0.25, 0.75, 0.46, 0.5, 0.7, 0.3286, 1.0, 0.1316, -0.9117, 6.47, 3.571, 3.0, 3.686, 0.07125, 0.08333, 0.0343, 0.112, 0.112, 0.112, 0.1667, 0.1667, 0.1189, 0.1189, 0.1042, 0.1042, 0.01891, 0.01891, 0.0, 0.0, 29.0, 15.0, 41.0, 43.0, 1.049, 0.04868, 0.03854, 1.263, 0.08722, 0.008806, 7.133, 0.4, 120.0, 120.0, 0.0, 24.73, 4.044, 0.4588, 0.2357, 0.2357, 0.04988, 0.04988, 0.1458, 0.3854, 0.2196, 0.04712, 0.0, 0.0, 29.0, 15.0, 41.0, 43.0, 1.049, 0.04868, 0.03854, 1.263, 0.08722, 0.008806, 7.133, 0.4
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_33.mid",26.0, 11.0, 3.0, 1.0, 58.0, 0.0, 0.02, 0.98, 1.0, 5.0, 119.0, 5.44, 127.0, 7.0, 0.39, 0.41, 0.3077, 0.2927, 3.0, 3.0, 12.47, 2.306, 3.761, -1.222, -0.7284, 0.1914, 12.56, 6.501, 5.128, 0.0, 70.0, 10.0, 124.0, 4.0, 0.0, 2.667, 5.0, 1.0, 0.202, 1.0, 0.5859, 0.202, 0.202, 0.3131, 0.3535, 0.0404, 0.0404, 0.0101, 0.0101, 0.0202, 0.0, 0.0101, 0.75, 0.0, 0.5316, 1.274, 4.21, 3.586, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.027, 2.027, 0.8253, 2.0, 3.0, 2.0, 0.19, 0.96, 0.81, 0.0, 0.0, 0.04, 0.25, 0.75, 0.4625, 0.5, 0.77, 0.2468, 1.0, 0.1145, -0.9829, 7.235, 5.263, 4.0, 6.163, 0.07188, 0.0625, 0.03583, 0.1136, 0.1136, 0.1136, 0.1458, 0.1458, 0.1181, 0.1181, 0.1042, 0.1042, 0.01701, 0.01701, 0.0, 0.0, 30.0, 23.0, 46.0, 41.0, 1.122, 0.03534, 0.03119, 1.133, 0.06653, 0.008109, 7.696, 0.1739, 120.0, 120.0, 0.0, 24.67, 4.054, 0.4935, 0.2363, 0.2363, 0.05002, 0.05002, 0.1458, 0.3854, 0.2186, 0.04531, 0.0, 0.0, 30.0, 23.0, 46.0, 41.0, 1.122, 0.03534, 0.03119, 1.133, 0.06653, 0.008109, 7.696, 0.1739
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_34.mid",26.0, 12.0, 1.0, 1.0, 38.0, 0.0, 0.0, 1.0, 1.0, 2.0, 120.0, 5.69, 127.0, 7.0, 0.46, 0.5, 0.1304, 0.22, 4.0, 4.0, 10.39, 2.33, 3.759, -1.649, -1.687, 2.354, 7.516, 6.044, 5.113, 0.0, 89.0, 5.0, 125.0, 5.0, 0.0, 2.606, 5.0, 3.0, 0.2929, 0.6552, 0.6162, 0.2929, 0.1212, 0.2222, 0.2828, 0.0404, 0.07071, 0.0404, 0.05051, 0.0, 0.0, 0.0, 2.111, 0.0, 0.5714, 1.346, 4.827, 2.923, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.016, 2.016, 0.8286, 2.0, 3.0, 2.0, 0.17, 0.96, 0.83, 0.0, 0.0, 0.04, 0.25, 0.75, 0.4675, 0.5, 0.79, 0.2152, 1.0, 0.1104, -0.8831, 7.687, 4.348, 2.0, 6.278, 0.0625, 0.0625, 0.03553, 0.1088, 0.1088, 0.1088, 0.1667, 0.1667, 0.1198, 0.1198, 0.125, 0.125, 0.01772, 0.01772, 0.0, 0.0, 28.0, 24.0, 47.0, 43.0, 1.093, 0.04017, 0.03171, 1.267, 0.07188, 0.00816, 16.12, 0.2083, 120.0, 120.0, 0.0, 24.8, 4.032, 0.5313, 0.2375, 0.2375, 0.04514, 0.04514, 0.1146, 0.3229, 0.221, 0.04144, 0.0, 0.0, 28.0, 24.0, 47.0, 43.0, 1.093, 0.04017, 0.03171, 1.267, 0.07188, 0.00816, 16.12, 0.2083
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_35.mid",24.0, 11.0, 2.0, 1.0, 57.0, 0.0, 0.02, 0.98, 1.0, 4.0, 118.0, 5.73, 127.0, 7.0, 0.38, 0.43, 0.3158, 0.2791, 1.0, 1.0, 13.68, 2.344, 3.82, -1.639, -1.626, 0.3691, 9.024, 6.307, 4.852, 0.0, 71.0, 11.0, 127.0, 7.0, 0.0, 2.343, 5.0, 1.0, 0.2828, 0.8214, 0.5253, 0.2828, 0.2323, 0.3535, 0.2121, 0.07071, 0.0101, 0.0101, 0.0303, 0.0202, 0.0, 0.0101, 1.333, 0.0, 0.5775, 1.34, 4.358, 3.043, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.955, 1.955, 0.1912, 2.0, 3.0, 2.0, 0.16, 0.97, 0.84, 0.0, 0.0, 0.03, 0.25, 0.75, 0.4675, 0.5, 0.81, 0.1975, 1.0, 0.1045, -0.9327, 8.036, 4.167, 2.0, 4.594, 0.05958, 0.0625, 0.03769, 0.1128, 0.1128, 0.1128, 0.1667, 0.1667, 0.1172, 0.1172, 0.1042, 0.1042, 0.0202, 0.0202, 0.0, 0.0, 31.0, 17.0, 43.0, 46.0, 1.07, 0.04605, 0.03289, 1.4, 0.07895, 0.008384, 11.88, 0.2353, 120.0, 120.0, 0.0, 25.57, 3.91, 1.68, 0.2445, 0.2445, 0.04846, 0.04846, 0.1562, 0.3958, 0.2269, 0.04262, 0.0, 0.0, 31.0, 17.0, 43.0, 46.0, 1.07, 0.04605, 0.03289, 1.4, 0.07895, 0.008384, 11.88, 0.2353
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_36.mid",24.0, 10.0, 3.0, 1.0, 44.0, 0.0, 0.0, 1.0, 1.0, 3.0, 121.0, 5.88, 127.0, 7.0, 0.43, 0.45, 0.2791, 0.3333, 3.0, 3.0, 10.25, 2.041, 3.259, -1.37, -1.646, -0.1473, 9.413, 6.749, 5.784, 0.0, 83.0, 11.0, 124.0, 4.0, 1.0, 2.232, 4.0, 1.0, 0.2323, 0.9565, 0.4949, 0.2222, 0.2323, 0.3939, 0.2626, 0.05051, 0.0303, 0.0, 0.0202, 0.0101, 0.0, 0.0101, 3.333, 0.0, 0.5844, 1.222, 3.46, 3.704, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.926, 1.926, 0.1791, 2.0, 3.0, 1.0, 0.09, 0.94, 0.91, 0.0, 0.0, 0.06, 0.25, 0.75, 0.4925, 0.5, 0.85, 0.1059, 1.0, 0.09702, -0.2319, 10.06, 6.667, 2.0, 10.66, 0.05937, 0.0625, 0.03546, 0.112, 0.112, 0.112, 0.1667, 0.1667, 0.1222, 0.1222, 0.125, 0.125, 0.02063, 0.02063, 0.0, 0.0, 29.0, 24.0, 41.0, 46.0, 1.122, 0.04232, 0.03786, 1.118, 0.08018, 0.008515, 9.167, 0.2917, 120.0, 120.0, 0.0, 25.96, 3.852, 1.666, 0.25, 0.25, 0.04615, 0.04615, 0.1354, 0.3646, 0.2305, 0.04298, 0.0, 0.0, 29.0, 24.0, 41.0, 46.0, 1.122, 0.04232, 0.03786, 1.118, 0.08018, 0.008515, 9.167, 0.2917
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_37.mid",20.0, 10.0, 1.0, 1.0, 38.0, 0.0, 0.0, 1.0, 2.0, 2.0, 121.0, 5.92, 127.0, 7.0, 0.49, 0.54, 0.1633, 0.2037, 2.0, 2.0, 9.575, 2.14, 3.61, -1.454, -1.514, 1.995, 8.622, 6.877, 6.141, 0.0, 89.0, 5.0, 127.0, 7.0, 0.0, 2.162, 5.0, 3.0, 0.3434, 0.4706, 0.6162, 0.3434, 0.1212, 0.2525, 0.2323, 0.1111, 0.0, 0.0404, 0.0202, 0.0, 0.0, 0.0, 2.286, 0.0, 0.6, 1.3, 4.22, 2.716, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.067, 2.067, 0.8354, 1.0, 2.0, 2.0, 0.15, 1.0, 0.85, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4625, 0.5, 0.85, 0.1765, 1.0, 0.08972, -1.254, 8.187, 5.263, 3.0, 6.462, 0.06708, 0.0625, 0.03536, 0.1059, 0.1059, 0.1059, 0.1458, 0.1458, 0.1141, 0.1141, 0.1042, 0.1042, 0.01562, 0.01562, 0.0, 0.0, 26.0, 21.0, 42.0, 50.0, 1.19, 0.04412, 0.03361, 1.312, 0.07773, 0.009034, 3.619, 0.3333, 120.0, 120.0, 0.0, 24.19, 4.134, 0.208, 0.2313, 0.2313, 0.03726, 0.03726, 0.1562, 0.2917, 0.2162, 0.03134, 0.0, 0.0, 26.0, 21.0, 42.0, 50.0, 1.19, 0.04412, 0.03361, 1.312, 0.07773, 0.009034, 3.619, 0.3333
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_38.mid",24.0, 12.0, 2.0, 1.0, 64.0, 0.0, 0.02, 0.98, 1.0, 4.0, 120.0, 5.82, 127.0, 7.0, 0.45, 0.45, 0.2444, 0.2667, 1.0, 1.0, 13.46, 2.276, 3.624, -1.271, -1.555, 1.672, 12.7, 6.686, 5.224, 0.0, 65.0, 5.0, 124.0, 4.0, 0.0, 2.313, 5.0, 1.0, 0.3131, 0.4839, 0.5859, 0.3131, 0.1515, 0.2929, 0.2424, 0.07071, 0.0303, 0.0101, 0.0202, 0.0, 0.0101, 0.0101, 1.182, 0.0, 0.5882, 1.259, 4.185, 2.986, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.087, 2.087, 0.2232, 2.0, 3.0, 2.0, 0.24, 0.97, 0.76, 0.0, 0.0, 0.03, 0.25, 0.75, 0.4475, 0.5, 0.73, 0.3288, 1.0, 0.1194, -1.319, 6.375, 3.226, 2.0, 3.566, 0.07, 0.08333, 0.03318, 0.1165, 0.1165, 0.1165, 0.1458, 0.1458, 0.1172, 0.1172, 0.1042, 0.1042, 0.01603, 0.01603, 0.0, 0.0, 28.0, 24.0, 44.0, 42.0, 1.048, 0.03727, 0.03106, 1.2, 0.06832, 0.008243, 6.417, 0.375, 120.0, 120.0, 0.0, 23.96, 4.174, 0.4762, 0.2293, 0.2293, 0.04353, 0.04353, 0.1458, 0.375, 0.2117, 0.03875, 0.0, 0.0, 28.0, 24.0, 44.0, 42.0, 1.048, 0.03727, 0.03106, 1.2, 0.06832, 0.008243, 6.417, 0.375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_39.mid",21.0, 12.0, 2.0, 1.0, 42.0, 0.0, 0.0, 1.0, 1.0, 2.0, 122.0, 6.12, 127.0, 7.0, 0.48, 0.5, 0.2083, 0.24, 2.0, 2.0, 8.61, 2.516, 3.805, -1.38, -1.049, 2.239, 12.36, 6.822, 5.367, 0.0, 85.0, 1.0, 125.0, 5.0, 0.0, 3.051, 5.0, 2.0, 0.2525, 0.92, 0.4242, 0.2525, 0.1313, 0.3636, 0.1111, 0.06061, 0.09091, 0.0202, 0.0404, 0.0404, 0.0, 0.0202, 4.5, 0.0, 0.5541, 1.213, 4.918, 3.246, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.974, 1.974, 0.226, 2.0, 3.0, 1.0, 0.1, 0.95, 0.9, 0.0, 0.0, 0.05, 0.25, 0.75, 0.4875, 0.5, 0.85, 0.1176, 1.0, 0.0965, -0.3886, 9.97, 5.263, 2.0, 6.376, 0.06583, 0.0625, 0.03823, 0.1115, 0.1115, 0.1115, 0.1458, 0.1458, 0.1178, 0.1178, 0.1042, 0.1042, 0.01733, 0.01733, 0.0, 0.0, 28.0, 28.0, 44.0, 51.0, 1.159, 0.03433, 0.03433, 1.0, 0.06867, 0.008732, 5.393, 0.2143, 120.0, 120.0, 0.0, 25.32, 3.949, 1.726, 0.2436, 0.2436, 0.04431, 0.04431, 0.1354, 0.3646, 0.225, 0.04151, 0.0, 0.0, 28.0, 28.0, 44.0, 51.0, 1.159, 0.03433, 0.03433, 1.0, 0.06867, 0.008732, 5.393, 0.2143
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_4.mid",28.0, 12.0, 2.0, 1.0, 58.0, 0.0, 0.02, 0.98, 1.0, 3.0, 118.0, 6.21, 127.0, 7.0, 0.41, 0.44, 0.2439, 0.25, 2.0, 2.0, 13.28, 2.388, 3.776, -1.381, -0.9924, 1.676, 10.1, 6.531, 5.227, 0.0, 69.0, 9.0, 125.0, 5.0, 0.0, 2.586, 5.0, 1.0, 0.2828, 0.6786, 0.5152, 0.2828, 0.1919, 0.3333, 0.202, 0.09091, 0.0202, 0.0, 0.0202, 0.0101, 0.0202, 0.0202, 2.333, 0.0, 0.5775, 1.246, 4.456, 4.014, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.044, 2.044, 0.8398, 2.0, 3.0, 2.0, 0.22, 0.97, 0.78, 0.0, 0.0, 0.03, 0.25, 0.75, 0.4525, 0.5, 0.75, 0.2933, 1.0, 0.1162, -1.226, 6.676, 3.03, 2.0, 3.167, 0.06729, 0.0625, 0.03825, 0.1188, 0.1188, 0.1188, 0.1458, 0.1458, 0.1192, 0.1192, 0.125, 0.125, 0.01649, 0.01649, 0.0, 0.0, 26.0, 19.0, 41.0, 51.0, 1.244, 0.04175, 0.03549, 1.176, 0.07724, 0.008817, 5.947, 0.3158, 120.0, 120.0, 0.0, 24.46, 4.089, 0.4023, 0.2345, 0.2345, 0.04716, 0.04716, 0.1458, 0.3854, 0.2155, 0.04252, 0.0, 0.0, 26.0, 19.0, 41.0, 51.0, 1.244, 0.04175, 0.03549, 1.176, 0.07724, 0.008817, 5.947, 0.3158
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_40.mid",24.0, 12.0, 2.0, 1.0, 37.0, 0.0, 0.0, 1.0, 1.0, 2.0, 121.0, 5.81, 127.0, 7.0, 0.47, 0.49, 0.2128, 0.2245, 2.0, 2.0, 9.812, 2.219, 3.679, -1.416, -1.609, 2.308, 8.651, 6.638, 5.469, 0.0, 90.0, 6.0, 124.0, 4.0, 0.0, 2.303, 4.0, 2.0, 0.2929, 0.5862, 0.5152, 0.2929, 0.1616, 0.3333, 0.2121, 0.06061, 0.0202, 0.0101, 0.07071, 0.0, 0.0, 0.0, 2.0, 0.0, 0.6286, 1.373, 4.412, 3.286, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.02, 2.02, 0.8162, 2.0, 3.0, 1.0, 0.13, 0.99, 0.87, 0.0, 0.0, 0.01, 0.25, 0.75, 0.47, 0.5, 0.86, 0.1512, 1.0, 0.08905, -1.011, 9.352, 5.263, 2.0, 6.323, 0.06208, 0.0625, 0.03528, 0.1052, 0.1052, 0.1052, 0.1667, 0.1667, 0.1206, 0.1206, 0.125, 0.125, 0.0164, 0.0164, 0.0, 0.0, 26.0, 18.0, 41.0, 50.0, 1.22, 0.04883, 0.03397, 1.438, 0.0828, 0.008593, 9.278, 0.2778, 120.0, 120.0, 0.0, 24.75, 4.04, 0.3182, 0.2373, 0.2373, 0.03975, 0.03975, 0.1562, 0.3438, 0.2215, 0.03346, 0.0, 0.0, 26.0, 18.0, 41.0, 50.0, 1.22, 0.04883, 0.03397, 1.438, 0.0828, 0.008593, 9.278, 0.2778
