,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_3.mid",34.0, 12.0, 1.0, 0.0, 38.0, 0.31, 0.62, 0.07, 5.0, 4.0, 58.0, 5.35, 62.0, 2.0, 0.1, 0.16, 0.7, 0.6875, 1.0, 1.0, 9.093, 3.433, 3.241, -0.7819, 0.3059, -0.1018, 5.579, 4.899, 5.007, 0.0, 68.0, 8.0, 56.0, 8.0, 1.0, 4.545, 4.0, 1.0, 0.1414, 1.0, 0.3939, 0.07071, 0.1414, 0.2828, 0.2121, 0.08081, 0.1111, 0.0303, 0.1111, 0.05051, 0.0303, 0.0202, 1.625, 0.02, 0.5435, 1.878, 9.061, 6.381, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.866, 2.866, 0.2876, 2.0, 3.0, 2.0, 0.74, 1.0, 0.26, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3063, 0.25, 0.67, 0.3881, 1.0, 0.1197, 1.41, 5.44, 2.174, 2.0, 1.691, 0.0575, 0.04167, 0.03896, 0.1415, 0.1415, 0.1415, 0.2083, 0.2083, 0.1412, 0.1412, 0.1458, 0.1458, 0.03078, 0.03078, 0.0, 0.0, 29.0, 16.0, 41.0, 43.0, 1.049, 0.04438, 0.0355, 1.25, 0.07988, 0.00809, 10.94, 0.125, 120.0, 120.0, 0.0, 17.45, 5.731, 0.3941, 0.1644, 0.1644, 0.04782, 0.04782, 0.05208, 0.2396, 0.1498, 0.04324, 0.11, 0.0, 29.0, 16.0, 41.0, 43.0, 1.049, 0.04438, 0.0355, 1.25, 0.07988, 0.00809, 10.94, 0.125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_30.mid",28.0, 12.0, 1.0, 0.0, 30.0, 0.0, 0.52, 0.48, 2.0, 4.0, 71.0, 5.43, 72.0, 0.0, 0.1, 0.14, 0.7, 1.0, 8.0, 8.0, 7.847, 3.737, 3.407, -0.1262, -0.4576, 0.008806, 5.097, 4.802, 5.044, 0.0, 77.0, 5.0, 66.0, 6.0, 1.0, 4.919, 5.0, 1.0, 0.1515, 0.8667, 0.404, 0.09091, 0.1515, 0.2828, 0.1616, 0.07071, 0.09091, 0.07071, 0.101, 0.0303, 0.05051, 0.05051, 0.7778, 0.03, 0.5222, 1.552, 8.379, 6.365, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.762, 2.762, 0.137, 2.0, 3.0, 2.0, 0.67, 1.0, 0.33, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3187, 0.25, 0.56, 0.5893, 1.0, 0.1334, 1.546, 4.868, 2.0, 1.0, 1.818, 0.06458, 0.0625, 0.03716, 0.1542, 0.1542, 0.1542, 0.2083, 0.2083, 0.1417, 0.1417, 0.1458, 0.1458, 0.02836, 0.02836, 0.0, 0.0, 28.0, 21.0, 43.0, 40.0, 1.075, 0.03709, 0.02782, 1.333, 0.06491, 0.007901, 12.29, 0.1905, 120.0, 120.0, 0.0, 18.1, 5.524, 0.3299, 0.1708, 0.1708, 0.05031, 0.05031, 0.02083, 0.2812, 0.1531, 0.05007, 0.15, 0.0, 28.0, 21.0, 43.0, 40.0, 1.075, 0.03709, 0.02782, 1.333, 0.06491, 0.007901, 12.29, 0.1905
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_31.mid",30.0, 12.0, 2.0, 0.0, 31.0, 0.02, 0.43, 0.55, 4.0, 4.0, 71.0, 5.66, 76.0, 4.0, 0.1, 0.12, 1.0, 1.0, 3.0, 3.0, 7.77, 3.331, 3.36, -0.8571, -0.3062, 0.05357, 5.648, 5.021, 5.0, 0.0, 72.0, 0.0, 74.0, 2.0, 2.0, 4.505, 4.0, 1.0, 0.1616, 0.875, 0.4646, 0.08081, 0.1313, 0.2929, 0.2424, 0.05051, 0.07071, 0.07071, 0.09091, 0.0202, 0.05051, 0.0303, 1.4, 0.04, 0.4725, 1.542, 7.424, 5.771, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.869, 2.869, 0.2723, 2.0, 3.0, 2.0, 0.73, 1.0, 0.27, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3025, 0.25, 0.61, 0.4426, 1.0, 0.1271, 1.239, 5.291, 2.041, 1.0, 1.541, 0.06438, 0.0625, 0.03828, 0.1399, 0.1399, 0.1399, 0.2083, 0.2083, 0.1432, 0.1432, 0.1458, 0.1458, 0.03391, 0.03391, 0.0, 0.0, 27.0, 27.0, 44.0, 42.0, 1.048, 0.03433, 0.03284, 1.045, 0.06716, 0.007766, 8.111, 0.1481, 120.0, 120.0, 0.0, 17.43, 5.738, 0.338, 0.1642, 0.1642, 0.04584, 0.04584, 0.03125, 0.2187, 0.1499, 0.04483, 0.16, 0.0, 27.0, 27.0, 44.0, 42.0, 1.048, 0.03433, 0.03284, 1.045, 0.06716, 0.007766, 8.111, 0.1481
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_32.mid",31.0, 12.0, 2.0, 0.0, 38.0, 0.02, 0.4, 0.58, 1.0, 3.0, 72.0, 5.14, 74.0, 2.0, 0.12, 0.15, 0.8333, 0.9333, 1.0, 1.0, 7.538, 3.657, 3.345, -0.2149, 0.1148, 0.1255, 6.202, 4.843, 5.092, 0.0, 79.0, 7.0, 74.0, 2.0, 1.0, 4.172, 5.0, 1.0, 0.1818, 0.7778, 0.404, 0.07071, 0.1818, 0.3232, 0.2222, 0.1111, 0.0303, 0.07071, 0.1111, 0.0202, 0.0101, 0.0303, 1.2, 0.0, 0.5435, 1.643, 7.357, 6.038, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.073, 3.073, 1.427, 2.0, 3.0, 3.0, 0.72, 1.0, 0.28, 0.0, 0.0, 0.0, 0.125, 0.5, 0.295, 0.25, 0.52, 0.5385, 1.0, 0.1371, 0.9849, 5.111, 2.0, 1.0, 1.471, 0.05896, 0.0625, 0.04188, 0.1492, 0.1492, 0.1492, 0.1875, 0.1875, 0.1324, 0.1324, 0.125, 0.125, 0.02784, 0.02784, 0.0, 0.0, 25.0, 17.0, 41.0, 43.0, 1.049, 0.04438, 0.03467, 1.28, 0.07906, 0.008108, 14.12, 0.1765, 120.0, 120.0, 0.0, 16.27, 6.146, 0.4121, 0.1529, 0.1529, 0.0494, 0.0494, 0.05208, 0.2292, 0.1384, 0.05041, 0.26, 0.0, 25.0, 17.0, 41.0, 43.0, 1.049, 0.04438, 0.03467, 1.28, 0.07906, 0.008108, 14.12, 0.1765
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_33.mid",28.0, 12.0, 2.0, 0.0, 32.0, 0.03, 0.6, 0.37, 4.0, 4.0, 68.0, 5.78, 77.0, 5.0, 0.1, 0.12, 0.9, 1.0, 2.0, 4.0, 7.638, 3.35, 3.32, -0.1807, 0.6985, -0.09037, 5.278, 4.966, 5.005, 0.0, 61.0, 1.0, 62.0, 2.0, 1.0, 4.818, 5.0, 1.0, 0.1616, 0.8125, 0.4545, 0.08081, 0.1616, 0.2929, 0.1818, 0.09091, 0.0202, 0.101, 0.1111, 0.06061, 0.0101, 0.05051, 1.25, 0.02, 0.4945, 1.75, 9.077, 6.244, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.779, 2.779, 0.2161, 2.0, 3.0, 2.0, 0.75, 1.0, 0.25, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3025, 0.25, 0.67, 0.3731, 1.0, 0.1194, 1.319, 5.546, 2.381, 2.0, 1.86, 0.06083, 0.0625, 0.03611, 0.1546, 0.1546, 0.1546, 0.2083, 0.2083, 0.1419, 0.1419, 0.125, 0.125, 0.03133, 0.03133, 0.0, 0.0, 25.0, 15.0, 41.0, 47.0, 1.146, 0.04255, 0.03191, 1.333, 0.07447, 0.008091, 6.333, 0.2667, 120.0, 120.0, 0.0, 17.99, 5.559, 0.09456, 0.1698, 0.1698, 0.04805, 0.04805, 0.04167, 0.2812, 0.1521, 0.04329, 0.14, 0.0, 25.0, 15.0, 41.0, 47.0, 1.146, 0.04255, 0.03191, 1.333, 0.07447, 0.008091, 6.333, 0.2667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_34.mid",31.0, 12.0, 0.0, 0.0, 36.0, 0.02, 0.54, 0.44, 7.0, 3.0, 70.0, 5.54, 70.0, 4.0, 0.08, 0.11, 1.0, 1.0, 4.0, 2.0, 7.529, 3.462, 3.661, -0.263, 0.4679, 0.2458, 5.834, 4.978, 4.851, 0.0, 67.0, 7.0, 82.0, 10.0, 1.0, 4.737, 5.0, 3.0, 0.1414, 0.9286, 0.5354, 0.08081, 0.1414, 0.2323, 0.2525, 0.07071, 0.07071, 0.09091, 0.07071, 0.07071, 0.0404, 0.0202, 0.9231, 0.02, 0.5275, 1.625, 8.161, 6.521, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.81, 2.81, 0.1771, 2.0, 3.0, 2.0, 0.73, 1.0, 0.27, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3075, 0.25, 0.65, 0.4154, 1.0, 0.1223, 1.41, 5.328, 2.041, 1.0, 1.384, 0.06208, 0.0625, 0.04124, 0.1393, 0.1393, 0.1393, 0.1875, 0.1875, 0.148, 0.148, 0.1458, 0.1458, 0.03249, 0.03249, 0.0, 0.0, 26.0, 13.0, 41.0, 46.0, 1.122, 0.04539, 0.03631, 1.25, 0.08169, 0.008213, 7.923, 0.1538, 120.0, 120.0, 0.0, 17.79, 5.621, 0.4153, 0.1676, 0.1676, 0.04838, 0.04838, 0.03125, 0.25, 0.1531, 0.04192, 0.1, 0.0, 26.0, 13.0, 41.0, 46.0, 1.122, 0.04539, 0.03631, 1.25, 0.08169, 0.008213, 7.923, 0.1538
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_35.mid",24.0, 12.0, 4.0, 0.0, 30.0, 0.03, 0.73, 0.24, 1.0, 5.0, 68.0, 5.63, 70.0, 10.0, 0.15, 0.15, 0.8667, 0.8667, 1.0, 1.0, 5.937, 3.959, 3.409, -0.6923, -0.2804, 0.396, 7.831, 4.6, 4.959, 0.0, 64.0, 4.0, 62.0, 2.0, 1.0, 4.162, 4.0, 5.0, 0.2121, 0.8095, 0.3131, 0.101, 0.2121, 0.3535, 0.1414, 0.0303, 0.1717, 0.0404, 0.09091, 0.0101, 0.0101, 0.05051, 0.75, 0.01, 0.5618, 1.589, 7.25, 5.778, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.832, 2.832, 0.3281, 2.0, 3.0, 2.0, 0.68, 1.0, 0.32, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3175, 0.25, 0.58, 0.5517, 1.0, 0.1311, 1.545, 4.927, 2.128, 1.0, 1.569, 0.06375, 0.0625, 0.03708, 0.1186, 0.1186, 0.1186, 0.1875, 0.1875, 0.1432, 0.1432, 0.1458, 0.1458, 0.02825, 0.02825, 0.0, 0.0, 27.0, 25.0, 43.0, 41.0, 1.049, 0.03834, 0.03374, 1.136, 0.07209, 0.007927, 8.6, 0.16, 120.0, 120.0, 0.0, 17.66, 5.664, 0.5994, 0.1669, 0.1669, 0.04794, 0.04794, 0.04167, 0.2812, 0.1556, 0.04561, 0.13, 0.0, 27.0, 25.0, 43.0, 41.0, 1.049, 0.03834, 0.03374, 1.136, 0.07209, 0.007927, 8.6, 0.16
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_36.mid",23.0, 12.0, 4.0, 0.0, 27.0, 0.0, 0.19, 0.81, 4.0, 4.0, 75.0, 5.45, 80.0, 6.0, 0.11, 0.12, 0.9091, 0.9167, 4.0, 2.0, 5.536, 3.157, 3.09, -0.3197, -0.5226, -0.4758, 7.374, 5.056, 5.089, 0.0, 72.0, 0.0, 75.0, 3.0, 1.0, 3.242, 5.0, 1.0, 0.2626, 0.5, 0.4343, 0.1313, 0.2626, 0.3939, 0.1818, 0.06061, 0.05051, 0.101, 0.05051, 0.0101, 0.0, 0.0202, 2.6, 0.01, 0.5349, 1.623, 5.925, 4.086, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.904, 2.904, 0.2349, 3.0, 4.0, 2.0, 0.63, 0.99, 0.37, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3287, 0.25, 0.5, 0.72, 1.0, 0.1451, 1.629, 5.197, 2.041, 2.0, 1.258, 0.06625, 0.0625, 0.04223, 0.1155, 0.1155, 0.1155, 0.1875, 0.1875, 0.138, 0.138, 0.125, 0.125, 0.02713, 0.02713, 0.0, 0.0, 25.0, 20.0, 43.0, 41.0, 1.049, 0.03556, 0.02963, 1.2, 0.06519, 0.00811, 5.85, 0.2, 120.0, 120.0, 0.0, 17.22, 5.808, 0.3434, 0.1621, 0.1621, 0.05272, 0.05272, 0.03125, 0.3125, 0.1523, 0.05205, 0.18, 0.0, 25.0, 20.0, 43.0, 41.0, 1.049, 0.03556, 0.02963, 1.2, 0.06519, 0.00811, 5.85, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_37.mid",37.0, 11.0, 0.0, 0.0, 44.0, 0.46, 0.45, 0.09, 3.0, 5.0, 57.0, 5.64, 51.0, 3.0, 0.08, 0.14, 0.75, 0.9286, 2.0, 6.0, 11.17, 3.558, 3.4, 0.09668, 0.5397, -0.9882, 5.169, 4.73, 4.833, 0.0, 71.0, 11.0, 51.0, 3.0, 2.0, 5.051, 4.0, 1.0, 0.202, 0.5, 0.4848, 0.07071, 0.07071, 0.2727, 0.1919, 0.07071, 0.05051, 0.09091, 0.101, 0.101, 0.0101, 0.0404, 1.111, 0.04, 0.4891, 1.586, 8.586, 6.773, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.695, 2.695, 0.2481, 3.0, 4.0, 2.0, 0.65, 0.99, 0.35, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3275, 0.25, 0.55, 0.6182, 1.0, 0.1396, 1.665, 5.372, 1.961, 1.0, 1.6, 0.06187, 0.0625, 0.04043, 0.1538, 0.1538, 0.1538, 0.2083, 0.2083, 0.1458, 0.1458, 0.125, 0.125, 0.03423, 0.03423, 0.0, 0.0, 28.0, 28.0, 44.0, 49.0, 1.114, 0.03454, 0.02826, 1.222, 0.06279, 0.007801, 10.71, 0.1071, 120.0, 120.0, 0.0, 18.55, 5.39, 0.5278, 0.1754, 0.1754, 0.0541, 0.0541, 0.02083, 0.3125, 0.157, 0.05256, 0.12, 0.0, 28.0, 28.0, 44.0, 49.0, 1.114, 0.03454, 0.02826, 1.222, 0.06279, 0.007801, 10.71, 0.1071
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_38.mid",28.0, 12.0, 1.0, 0.0, 31.0, 0.0, 0.29, 0.71, 2.0, 4.0, 75.0, 5.84, 81.0, 9.0, 0.09, 0.12, 0.8889, 0.8333, 2.0, 2.0, 7.256, 3.601, 3.417, -0.9593, -0.1333, 0.2107, 5.885, 4.898, 4.97, 0.0, 82.0, 10.0, 71.0, 11.0, 1.0, 4.515, 4.0, 1.0, 0.1616, 0.75, 0.4646, 0.1111, 0.1616, 0.2828, 0.1515, 0.08081, 0.06061, 0.1111, 0.09091, 0.06061, 0.0202, 0.0303, 1.143, 0.01, 0.4886, 1.6, 7.982, 4.979, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.907, 2.907, 0.1941, 2.0, 3.0, 2.0, 0.72, 1.0, 0.28, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3063, 0.25, 0.61, 0.459, 1.0, 0.1273, 1.325, 5.213, 2.0, 1.0, 1.471, 0.05896, 0.0625, 0.03861, 0.1381, 0.1381, 0.1381, 0.2083, 0.2083, 0.1458, 0.1458, 0.1458, 0.1458, 0.03203, 0.03203, 0.0, 0.0, 28.0, 28.0, 42.0, 46.0, 1.095, 0.03259, 0.03111, 1.048, 0.0637, 0.007866, 7.679, 0.2143, 120.0, 120.0, 0.0, 17.2, 5.815, 0.1029, 0.1618, 0.1618, 0.05147, 0.05147, 0.04167, 0.2604, 0.1482, 0.04737, 0.17, 0.0, 28.0, 28.0, 42.0, 46.0, 1.095, 0.03259, 0.03111, 1.048, 0.0637, 0.007866, 7.679, 0.2143
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_39.mid",29.0, 12.0, 1.0, 0.0, 33.0, 0.03, 0.59, 0.38, 3.0, 3.0, 68.0, 5.4, 73.0, 1.0, 0.09, 0.14, 0.7778, 0.7143, 3.0, 1.0, 7.576, 3.399, 3.157, -0.3327, 0.353, -0.114, 5.378, 4.885, 5.085, 0.0, 62.0, 2.0, 64.0, 4.0, 1.0, 5.212, 5.0, 4.0, 0.1818, 0.6667, 0.4141, 0.0303, 0.1818, 0.2323, 0.2222, 0.1212, 0.09091, 0.06061, 0.101, 0.05051, 0.0404, 0.05051, 1.0, 0.05, 0.5312, 1.778, 9.444, 6.143, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.779, 2.779, 0.2335, 2.0, 3.0, 2.0, 0.7, 1.0, 0.3, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3088, 0.25, 0.57, 0.5263, 1.0, 0.1323, 1.332, 5.042, 1.887, 1.0, 1.281, 0.05854, 0.0625, 0.038, 0.1633, 0.1633, 0.1633, 0.2083, 0.2083, 0.1441, 0.1441, 0.1458, 0.1458, 0.03067, 0.03067, 0.0, 0.0, 26.0, 16.0, 43.0, 73.0, 1.698, 0.0418, 0.0418, 1.0, 0.08359, 0.008498, 10.81, 0.25, 120.0, 120.0, 0.0, 17.99, 5.559, 0.5008, 0.1698, 0.1698, 0.05612, 0.05612, 0.02083, 0.2812, 0.1505, 0.05208, 0.14, 0.0, 26.0, 16.0, 43.0, 73.0, 1.698, 0.0418, 0.0418, 1.0, 0.08359, 0.008498, 10.81, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_4.mid",44.0, 12.0, 0.0, 0.0, 53.0, 0.44, 0.47, 0.09, 2.0, 3.0, 56.0, 6.05, 67.0, 7.0, 0.08, 0.16, 0.75, 0.6875, 1.0, 3.0, 12.17, 3.319, 3.566, -0.2243, -0.8586, 0.1262, 5.355, 5.154, 4.895, 0.0, 66.0, 6.0, 53.0, 5.0, 2.0, 4.636, 5.0, 1.0, 0.1717, 0.8235, 0.404, 0.09091, 0.1414, 0.3131, 0.1919, 0.07071, 0.0303, 0.07071, 0.1212, 0.0303, 0.0101, 0.07071, 0.7273, 0.04, 0.5111, 1.698, 8.642, 5.053, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.845, 2.845, 0.3056, 2.0, 3.0, 2.0, 0.73, 1.0, 0.27, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3, 0.25, 0.59, 0.4576, 1.0, 0.1293, 1.16, 5.267, 2.0, 1.0, 1.714, 0.05625, 0.04167, 0.03867, 0.1678, 0.1678, 0.1678, 0.2083, 0.2083, 0.1439, 0.1439, 0.1458, 0.1458, 0.03397, 0.03397, 0.0, 0.0, 27.0, 27.0, 41.0, 49.0, 1.195, 0.03459, 0.02857, 1.211, 0.06316, 0.007918, 7.444, 0.1852, 120.0, 120.0, 0.0, 17.57, 5.691, 0.2996, 0.1656, 0.1656, 0.05467, 0.05467, 0.01042, 0.2604, 0.1462, 0.05109, 0.17, 0.0, 27.0, 27.0, 41.0, 49.0, 1.195, 0.03459, 0.02857, 1.211, 0.06316, 0.007918, 7.444, 0.1852
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_40.mid",17.0, 12.0, 3.0, 0.0, 18.0, 0.0, 0.05, 0.95, 1.0, 3.0, 79.0, 6.39, 81.0, 8.0, 0.16, 0.17, 0.9375, 0.9412, 1.0, 1.0, 3.539, 3.12, 3.119, -0.7545, -0.5865, -0.6059, 7.107, 5.566, 5.227, 0.0, 78.0, 6.0, 71.0, 11.0, 1.0, 2.576, 5.0, 1.0, 0.2626, 0.7308, 0.4444, 0.1919, 0.2626, 0.4141, 0.2121, 0.0404, 0.05051, 0.0404, 0.0404, 0.0, 0.0, 0.0101, 0.9091, 0.0, 0.5125, 1.509, 4.755, 4.134, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.993, 2.993, 1.38, 2.0, 3.0, 3.0, 0.65, 1.0, 0.35, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3175, 0.25, 0.49, 0.7143, 1.0, 0.1415, 1.431, 4.748, 2.222, 2.0, 1.241, 0.0625, 0.0625, 0.04071, 0.09975, 0.09975, 0.09975, 0.1042, 0.1042, 0.1042, 0.1042, 0.1042, 0.1042, 0.0, 0.0, 0.0, 0.0, 26.0, 26.0, 42.0, 46.0, 1.095, 0.03052, 0.02907, 1.05, 0.05959, 0.007873, 6.231, 0.1538, 120.0, 120.0, 0.0, 16.71, 5.985, 0.5346, 0.1575, 0.1575, 0.04438, 0.04438, 0.03125, 0.2187, 0.1504, 0.04823, 0.21, 0.0, 26.0, 26.0, 42.0, 46.0, 1.095, 0.03052, 0.02907, 1.05, 0.05959, 0.007873, 6.231, 0.1538
